species	ANI
Pasteurella bettyae	99.99
Haemophilus parahaemolyticus	97.37
Shimwellia blattae	100.00
Gluconobacter thailandicus	99.24
Pseudomonas lactis	98.11
Serratia marcescens	97.61
Rhodanobacter denitrificans	98.69
Planococcus antarcticus	99.60
Edwardsiella anguillarum	99.91
Nitratireductor aquibiodomus	98.22
Paraburkholderia hospita	99.08
Xanthomonas phaseoli	99.84
Streptococcus canis	99.11
Bacteroides finegoldii	98.62
Kitasatospora setae	99.99
Melissococcus plutonius	99.73
Enterococcus hirae	99.22
Acinetobacter venetianus	97.79
Pelosinus fermentans	99.70
Vibrio kanaloae	98.54
Bacteroides cellulosilyticus	98.65
Bacteroides nordii	98.70
Bacteroides salyersiae	99.18
Pseudomonas tolaasii	99.63
Mycobacterium paraintracellulare	99.50
Rickettsia typhi	99.99
Oribacterium parvum	97.51
Sphingobium xenophagum	97.68
Schaalia georgiae	98.16
Arachnia propionica	99.03
Furfurilactobacillus rossiae	97.96
Bartonella birtlesii	99.85
Bartonella doshiae	99.08
Bartonella elizabethae	99.84
Bartonella rattimassiliensis	99.94
Bartonella vinsonii	99.76
Bartonella alsatica	99.99
Pseudomonas agarici	99.82
Pseudomonas luteola	97.87
Melaminivora alkalimesophila	99.98
Arenitalea lutea	100.00
Methylocystis parvus	100.00
Priestia filamentosa	99.23
Megasphaera elsdenii	98.36
Rickettsia japonica	99.99
Tetragenococcus halophilus	98.02
Nocardia cyriacigeorgica	94.03
Phycisphaera mikurensis	100.00
Rickettsia australis	99.99
Bradyrhizobium cosmicum	97.92
Ureibacillus thermosphaericus	99.54
Chromobacterium haemolyticum	96.89
Aeromicrobium massiliense	100.00
Alistipes timonensis	99.12
Brevibacterium ravenspurgense	96.70
Actinomyces naeslundii	97.86
Streptococcus ratti	99.98
Enterobacter kobei	99.19
Mammaliicoccus vitulinus	99.07
Lysinibacillus boronitolerans	99.48
Mammaliicoccus lentus	99.30
Achromobacter marplatensis	99.40
Morganella morganii	98.61
Enterovibrio norvegicus	97.72
Aeromonas media	98.01
Haemophilus sputorum	97.62
Bacillus toyonensis	99.22
Moritella marina	100.00
Pectobacterium wasabiae	100.00
Alkalihalobacillus alcalophilus	99.96
Staphylococcus cohnii	99.29
Fusobacterium hwasookii	98.14
Sulfobacillus thermosulfidooxidans	97.88
Nocardiopsis alba	98.91
Alicyclobacillus hesperidum	99.00
Virgibacillus halodenitrificans	98.35
Staphylococcus arlettae	99.17
Mycolicibacterium vaccae	99.98
Mycolicibacterium fortuitum	98.47
Actinomyces massiliensis	98.23
Corynebacterium otitidis	99.58
Winkia neuii	89.52
Lactobacillus hominis	99.86
Lactobacillus gigeriorum	99.99
Lactobacillus pasteurii	100.00
Pseudomonas oleovorans	97.76
Piscirickettsia salmonis	99.76
Staphylococcus equorum	99.49
Janibacter hoylei	98.91
Aeromonas dhakensis	97.31
Staphylococcus massiliensis	99.82
Austwickia chelonae	100.00
Kineosphaera limosa	100.00
Salimicrobium jeotgali	100.00
Exiguobacterium antarcticum	98.09
Alteromonas macleodii	97.92
Alloalcanivorax dieselolei	100.00
Paraburkholderia phenoliruptrix	99.34
Thalassospira xiamenensis	97.80
Mycolicibacterium hassiacum	99.87
Herbaspirillum rubrisubalbicans	97.84
Kosakonia sacchari	99.39
Bergeyella zoohelcum	98.64
Acinetobacter schindleri	97.53
Pseudomonas avellanae	98.94
Bifidobacterium asteroides	98.74
Leptospira meyeri	97.30
Pseudaminobacter salicylatoxidans	98.19
Fructilactobacillus florum	99.57
Simiduia agarivorans	99.99
Thermacetogenium phaeum	99.20
Stutzerimonas degradans	97.72
Xanthomonas arboricola	97.05
Leptospira mayottensis	99.67
Haloferax mediterranei	100.00
Actinobacillus suis	99.83
Parabacteroides goldsteinii	98.41
Pseudomonas viridiflava	97.36
Microcystis aeruginosa	96.35
Staphylococcus intermedius	99.88
Staphylococcus delphini	97.93
Pusillimonas noertemannii	99.43
Nocardia asteroides	100.00
Nocardia abscessus	97.89
Nocardia brasiliensis	100.00
Nocardia otitidiscaviarum	98.16
Nocardia tenerifensis	99.99
Nocardia veterana	100.00
Nocardia transvalensis	100.00
Dehalobacter restrictus	99.03
Thermus oshimai	98.73
Acidipropionibacterium acidipropionici	99.10
Alteromonas mediterranea	98.25
Thauera linaloolentis	100.00
Bartonella bacilliformis	99.27
Alistipes communis	98.92
Alistipes senegalensis	98.79
Corynebacterium timonense	100.00
Limosilactobacillus ingluviei	97.70
Citrobacter freundii	98.92
Yersinia massiliensis	99.09
Lactobacillus equicursoris	98.89
Parageobacillus caldoxylosilyticus	99.25
Brevibacterium casei	98.27
Afipia felis	100.00
Staphylococcus simulans	99.13
Providencia rettgeri	98.57
Glaciecola pallidula	99.99
Paraglaciecola psychrophila	99.97
Desulforamulus hydrothermalis	99.98
Actinobaculum massiliense	99.94
Veillonella seminalis	99.52
Kocuria palustris	98.25
Brachyspira hampsonii	96.47
Paenibacillus sonchi	99.53
Ligilactobacillus saerimneri	98.77
Chlorogloeopsis fritschii	99.52
Bordetella holmesii	99.98
Anabaena cylindrica	99.99
Corynebacterium durum	98.01
Hoylesella saccharolytica	96.77
Porphyromonas catoniae	96.34
Helicobacter heilmannii	98.45
Cronobacter condimenti	99.98
Cronobacter universalis	99.95
Cronobacter dublinensis	98.60
Cronobacter malonaticus	98.99
Pseudomonas chengduensis	98.10
Nocardia terpenica	98.48
Alistipes ihumii	99.10
Gordonia rubripertincta	98.80
Brevibacillus agri	99.70
Thermoanaerobacterium thermosaccharolyticum	97.12
Mycoplasmopsis cynos	98.40
Clostridium pasteurianum	99.94
Maridesulfovibrio hydrothermalis	99.99
Streptomyces rimosus	99.42
Xanthomonas translucens	98.31
Thermoclostridium stercorarium	99.87
Clostridium tyrobutyricum	99.46
Nonlabens dokdonensis	99.99
Leptospira alstonii	99.81
Bacillus inaquosorum	98.91
Gordonia amicalis	98.70
Gordonia hirsuta	100.00
Pseudacidovorax intermedius	98.53
Legionella anisa	99.90
Clostridium saccharoperbutylacetonicum	99.52
Wohlfahrtiimonas chitiniclastica	97.17
Pseudomonas poae	99.36
Pseudoalteromonas ruthenica	98.22
Halorubrum distributum	99.35
Natrinema thermotolerans	98.82
Natrinema altunense	99.25
Natronorubrum tibetense	99.98
Haloarcula sinaiiensis	100.00
Natronorubrum bangense	99.97
Haloarcula vallismortis	100.00
Haloferax sulfurifontis	99.05
Brachybacterium muris	98.24
Sulfolobus acidocaldarius	99.98
Streptomyces bottropensis	99.96
Eggerthia catenaformis	98.87
Amycolatopsis azurea	99.99
Mycobacterium haemophilum	99.44
Nocardiopsis kunsanensis	99.50
Paraburkholderia kururiensis	97.66
Nocardiopsis gilva	99.88
Corynebacterium halotolerans	100.00
Vibrio diabolicus	97.98
Streptococcus massiliensis	100.00
Prochlorothrix hollandica	99.97
Rhodococcus qingshengii	98.78
Bacillus sonorensis	99.80
Streptomyces mobaraensis	99.80
Pacificimonas flava	100.00
Streptomyces gancidicus	99.38
Planococcus halocryophilus	99.95
Schnuerera ultunensis	99.35
Gordonia malaquae	100.00
Corynebacterium callunae	99.51
Anoxybacillus gonensis	99.40
Rhodopirellula europaea	96.15
Bibersteinia trehalosi	98.09
Rhodococcus ruber	99.31
Edwardsiella piscicida	99.49
Deinococcus wulumuqiensis	99.75
Klebsiella quasipneumoniae	99.17
Ligilactobacillus pobuzihii	99.99
Enterococcus durans	99.05
Ruminiclostridium cellobioparum	97.05
Pseudomonas veronii	99.05
Brevibacillus borstelensis	99.57
Methanocaldococcus villosus	99.98
Pseudoalteromonas agarivorans	98.13
Lactobacillus intestinalis	97.14
Ligilactobacillus murinus	97.43
Schaedlerella arabinosiphila	97.78
Schaalia cardiffensis	96.96
Limimaricola hongkongensis	100.00
Dickeya solani	99.91
Dickeya dianthicola	99.46
Mesomycoplasma flocculare	99.37
Cutibacterium avidum	98.01
Elizabethkingia meningoseptica	98.84
Metamycoplasma alkalescens	99.32
Mycoplasmopsis arginini	98.47
Aeromonas diversa	99.99
Acinetobacter bohemicus	96.14
Acinetobacter guillouiae	97.95
Acinetobacter gerneri	99.26
Acinetobacter brisouii	99.01
Acinetobacter soli	98.69
Acinetobacter towneri	98.02
Acinetobacter bouvetii	99.64
Acinetobacter colistiniresistens	99.18
[Clostridium] innocuum	98.18
Clostridium thermobutyricum	97.36
Sphingomonas melonis	99.48
Amycolatopsis methanolica	100.00
Oligella urethralis	98.79
Corynebacterium doosanense	100.00
Streptococcus ferus	99.59
Teredinibacter turnerae	98.30
Paraburkholderia tuberum	98.57
Trinickia symbiotica	98.45
Leptotrichia shahii	99.98
Enterococcus columbae	100.00
Phocaeicola massiliensis	99.20
Prevotella paludivivens	99.97
Echinicola pacifica	100.00
Leptotrichia wadei	98.01
Rhizobium leguminosarum	99.20
Oligella ureolytica	99.41
Legionella shakespearei	99.99
Corynebacterium pilosum	99.99
Terrisporobacter glycolicus	99.81
Blautia producta	99.16
Endozoicomonas elysicola	100.00
Methyloversatilis discipulorum	100.00
Bacteroides gallinarum	99.97
Brevibacillus laterosporus	98.93
Acinetobacter tjernbergiae	100.00
Alistipes onderdonkii	98.05
Phocaeicola barnesiae	98.66
Campylobacter ureolyticus	98.31
Bacteroides propionicifaciens	99.98
Corynebacterium propinquum	97.94
Kordiimonas gwangyangensis	99.97
Asticcacaulis benevestitus	100.00
Martelella mediterranea	100.00
Campylobacter curvus	99.23
Tritonibacter mobilis	97.19
Xanthomonas fragariae	99.79
Paenibacillus massiliensis	96.91
Variovorax paradoxus	95.03
Hoylesella loescheii	98.57
Saccharibacillus kuerlensis	99.99
Saccharibacter floricola	100.00
Flavobacterium rivuli	100.00
Halomonas lutea	99.99
Salinispora vitiensis	99.99
Salinispora mooreana	99.99
Mariprofundus ferrooxydans	98.90
Fangia hongkongensis	100.00
Wenxinia marina	100.00
Enterococcus cecorum	98.23
Nonomuraea coxensis	99.99
Rodentibacter pneumotropicus	98.94
Porphyromonas macacae	98.58
Hoylesella nanceiensis	97.31
Streptococcus merionis	99.99
Wenjunlia vitaminophila	99.96
Smaragdicoccus niigatensis	100.00
Rhodonellum psychrophilum	100.00
Amphritea japonica	100.00
Dyadobacter beijingensis	100.00
Vitreoscilla stercoraria	100.00
Pannonibacter phragmitetus	100.00
Empedobacter brevis	98.96
Dickeya zeae	97.46
Aureimonas ureilytica	100.00
Rhodococcus aetherivorans	99.44
Paraburkholderia caledonica	98.25
Levilactobacillus parabrevis	99.02
Salinispora oceanensis	99.99
Streptomyces purpureus	99.54
Amycolatopsis alba	100.00
Bartonella bovis	98.43
Metamycoplasma hominis	98.00
Bartonella schoenbuchensis	97.10
Streptomyces microflavus	98.62
Amycolatopsis vancoresmycina	99.94
Xenorhabdus nematophila	99.40
Rhodococcus rhodnii	100.00
Salinivibrio costicola	98.94
Vibrio gazogenes	98.10
Plesiomonas shigelloides	97.48
Enterococcus mundtii	98.06
Enterococcus malodoratus	99.25
Enterococcus raffinosus	99.36
Enterococcus villorum	99.06
Enterococcus asini	98.11
Enterococcus pallens	100.00
Enterococcus haemoperoxidus	99.99
Enterococcus moraviensis	100.00
Enterococcus phoeniculicola	100.00
Enterococcus caccae	100.00
Enterococcus gilvus	99.60
Butyricicoccus pullicaecorum	97.33
Acinetobacter lactucae	97.25
Vibrio owensii	96.91
Vibrio jasicida	98.15
Vibrio azureus	100.00
Vibrio sagamiensis	100.00
Amycolatopsis keratiniphila	98.71
Acinetobacter tandoii	99.30
Halarchaeum acidiphilum	99.94
Idiomarina loihiensis	98.00
Xanthomonas maliensis	99.99
Thermobifida fusca	99.81
Phocaeicola sartorii	99.43
Adlercreutzia caecimuris	98.05
Paenibacillus barengoltzii	98.34
Azospirillum brasilense	99.61
Bacillus halotolerans	98.52
Dickeya oryzae	96.97
Dickeya poaceiphila	99.95
Enterococcus dispar	99.73
Enterococcus avium	99.18
Enterococcus saccharolyticus	99.99
Enterococcus sulfureus	100.00
Bacillus paralicheniformis	98.82
Cronobacter muytjensii	99.33
Clostridium diolis	99.53
Halomonas anticariensis	99.98
Capnocytophaga granulosa	98.18
Propionimicrobium lymphophilum	98.08
Cedecea davisae	97.91
Pseudomonas putida	98.75
Pseudomonas plecoglossicida	99.88
Treponema medium	98.76
Facklamia hominis	97.60
Acinetobacter gyllenbergii	99.08
Acinetobacter indicus	97.62
Acinetobacter rudis	100.00
Agarivorans albus	99.99
Lentilactobacillus otakiensis	99.94
Pseudomonas psychrophila	99.71
Vibrio fluvialis	98.43
Chlamydia ibidis	99.99
Chlamydia avium	99.55
Vibrio natriegens	99.09
Streptomyces rapamycinicus	99.99
Deinococcus ficus	98.81
Rhizobium favelukesii	99.98
Rhizobium mongolense	98.95
Metamycoplasma orale	99.98
Faecalicoccus pleomorphus	97.08
Weissella halotolerans	99.55
Arenimonas oryziterrae	100.00
Bifidobacterium magnum	99.94
Ornithinimicrobium pekingense	100.00
Serinicoccus marinus	99.52
Thalassospira lucentensis	98.04
Bifidobacterium pseudolongum	97.21
Agromyces italicus	99.99
Aurantimonas coralicida	98.34
Bifidobacterium minimum	99.68
Halorubrum ezzemoulense	99.09
Laceyella sacchari	97.98
Desulfococcus multivorans	100.00
Mesoflavibacter zeaxanthinifaciens	99.05
Paenibacillus pasadenensis	99.64
Paenibacillus pinihumi	99.88
Halodesulfovibrio aestuarii	99.57
Adlercreutzia mucosicola	98.98
Flavobacterium subsaxonicum	99.99
Paenibacillus alginolyticus	99.77
Granulicoccus phenolivorans	99.52
Pseudidiomarina sediminum	99.17
Ligilactobacillus ceti	99.99
Legionella moravica	99.99
Lysobacter defluvii	100.00
Megamonas hypermegale	98.64
Mesonia mobilis	99.99
Pseudonocardia asaccharolytica	100.00
Sporomusa ovata	99.98
Clostridium paraputrificum	99.03
Blautia wexlerae	98.19
Aerococcus urinaeequi	97.47
Pontibacillus halophilus	100.00
Pontibacillus marinus	100.00
Rathayibacter toxicus	99.84
Ruminococcus gauvreauii	100.00
Gulosibacter molinativorax	99.99
Pseudomonas parafulva	99.99
Schleiferilactobacillus harbinensis	98.66
Lactobacillus psittaci	99.98
Rhizobium leucaenae	99.95
Arenimonas composti	99.99
Bifidobacterium subtile	99.57
Bifidobacterium thermacidophilum	98.86
Prevotella albensis	99.97
Prevotella baroniae	98.94
Moraxella caprae	100.00
Lysinibacillus sphaericus	99.03
Clostridium autoethanogenum	99.72
Cyclobacterium qasimii	99.97
Rikenella microfusus	99.31
Carboxydothermus ferrireducens	100.00
Budvicia aquatica	99.59
Glycomyces tenuis	99.98
Bacteroides pyogenes	99.14
Bacteroides graminisolvens	98.68
Chitinimonas koreensis	99.96
Parabacteroides gordonii	99.03
Zooshikella ganghwensis	97.80
Actinomyces slackii	99.99
Haploplasma axanthum	99.99
Conchiformibius kuhniae	99.78
Acetobacter nitrogenifigens	100.00
Actinotignum schaalii	100.00
Megalodesulfovibrio gigas	99.95
Pseudodonghicola xiamenensis	99.99
Alcaligenes faecalis	97.71
Arenibacter certesii	99.98
Bifidobacterium tsurumiense	99.61
Dermatophilus congolensis	99.82
Flavobacterium suncheonense	99.99
Prevotella corporis	98.83
Aquimarina muelleri	99.99
Phascolarctobacterium faecium	98.95
Leminorella grimontii	99.82
Tatumella ptyseos	99.87
Streptococcus lutetiensis	99.46
Rhizobium etli	98.73
Anoxybacillus ayderensis	97.58
Alicyclobacillus acidoterrestris	99.99
Paeniclostridium sordellii	98.34
Bacillus safensis	97.64
Cycloclasticus pugetii	98.76
Sphingobium baderi	99.96
Borrelia miyamotoi	99.03
Photorhabdus temperata	99.10
Treponema pedis	98.58
Paraclostridium bifermentans	98.42
Pseudomonas tremae	99.11
Xanthomonas cassavae	100.00
Mycolicibacterium iranicum	98.46
Mycobacterium simiae	98.69
Mycolicibacterium septicum	98.86
Franconibacter helveticus	99.67
Cutibacterium granulosum	98.57
Treponema socranskii	98.16
Planktothrix agardhii	98.79
Pantoea dispersa	98.34
Pseudomonas simiae	99.55
Actinomyces johnsonii	98.76
Alloscardovia omnicolens	98.73
Corynebacterium pseudodiphtheriticum	98.37
Caenibius tardaugens	100.00
Pseudomonas alcaligenes	97.28
Vibrio ezurae	100.00
Staphylococcus xylosus	98.56
Enterobacter roggenkampii	98.63
Hoylesella pleuritidis	98.87
Actinomadura madurae	98.35
Cellulophaga baltica	97.67
Serratia fonticola	98.49
Lactiplantibacillus paraplantarum	99.07
Leifsonia aquatica	99.99
Halomonas huangheensis	99.99
Chlamydia pecorum	99.32
Bordetella hinzii	99.67
Bordetella trematum	99.30
Cupriavidus taiwanensis	98.98
Pontibacter actiniarum	100.00
Bradyrhizobium arachidis	99.34
Bradyrhizobium ottawaense	99.27
Paraburkholderia mimosarum	99.80
Mastigocoleus testarum	99.99
Amycolatopsis thermoflava	98.81
Paraburkholderia sprentiae	99.98
Burkholderia cepacia	98.01
Coprobacter fastidiosus	98.64
Clostridium saccharobutylicum	99.91
Sphingobium fuliginis	99.09
Edwardsiella hoshinae	99.93
Prevotella salivae	97.77
Methyloversatilis universalis	98.78
Propionibacterium acidifaciens	99.32
Adlercreutzia equolifaciens	97.77
Streptococcus ilei	96.56
Mesoplasma florum	98.22
Porphyromonas uenonis	99.95
Meiothermus taiwanensis	98.91
Bifidobacterium choerinum	99.67
Metamycoplasma salivarium	99.40
Enterobacter asburiae	97.19
Yersinia wautersii	99.46
Carnobacterium inhibens	98.47
Vibrio halioticoli	99.99
Cupriavidus metallidurans	98.54
Saccharopolyspora rectivirgula	99.99
Streptomyces niveus	97.73
Vagococcus lutrae	98.35
Pseudomonas kilonensis	98.86
Rhodoferax saidenbachensis	100.00
Flavobacterium cauense	100.00
Flavobacterium enshiense	99.99
Flavobacterium saliperosum	100.00
Pseudomonas soli	99.24
Rhizobium pusense	98.45
Gordonia alkanivorans	98.15
Pseudothermotoga elfii	100.00
Pseudothermotoga hypogea	100.00
Mesorhizobium japonicum	98.59
Ligilactobacillus equi	99.62
Haloarcula hispanica	98.52
Pandoraea pnomenusa	99.40
Bacillus tequilensis	99.13
Neobacillus vireti	99.99
Actinomyces urogenitalis	99.18
Negativicoccus succinicivorans	97.96
Varibaculum cambriense	91.86
Porphyromonas crevioricanis	99.74
Helicobacter fennelliae	99.60
Tenacibaculum maritimum	99.07
Ensifer aridi	99.13
Phaeobacter gallaeciensis	99.51
Zhouia amylolytica	98.73
Borrelia parkeri	99.80
Legionella oakridgensis	99.92
Alkalihalobacillus wakoensis	100.00
Alkalihalobacillus hemicellulosilyticus	100.00
Alkalihalobacillus akibai	100.00
Magnetospirillum gryphiswaldense	98.66
Methanobrevibacter arboriphilus	95.02
Planococcus glaciei	97.05
Salinivibrio socompensis	98.79
Pseudomonas thermotolerans	99.31
Rhodovibrio salinarum	100.00
Enterobacter bugandensis	98.70
Saccharicrinis fermentans	99.97
Photorhabdus khanii	97.51
Pseudomonas cichorii	99.77
Spiroplasma mirum	99.98
Mesobacillus boroniphilus	100.00
Bacteroides reticulotermitis	99.27
Pseudomonas nitroreducens	99.28
Borrelia coriaceae	99.92
Williamsoniiplasma lucivorax	100.00
Thermoanaerobacter thermocopriae	99.93
Agrobacterium larrymoorei	96.36
Roseomonas gilardii	98.72
Shewanella colwelliana	98.23
Mesoplasma chauliocola	99.99
Paracoccus pantotrophus	99.49
Butyricimonas virosa	98.74
Acetivibrio clariflavus	99.28
Chania multitudinisentens	100.00
Rhodovulum sulfidophilum	98.09
Roseivivax marinus	98.05
Paenibacillus durus	99.99
Paenibacillus graminis	99.99
Chryseobacterium indologenes	99.25
Mycobacterium gastri	99.99
Mannheimia varigena	96.90
Aliarcobacter cibarius	99.67
Pseudomonas corrugata	99.65
Bifidobacterium moukalabense	99.57
Paraburkholderia caribensis	99.02
Mycobacterium kansasii	99.77
Tomitella biformata	100.00
Corynebacterium falsenii	98.83
Brochothrix thermosphacta	99.26
Ruminiclostridium josui	99.95
Weizmannia ginsengihumi	99.67
Williamsoniiplasma somnilux	100.00
Williamsoniiplasma luminosum	99.99
Saccharomonospora piscinae	98.82
Methanobrevibacter oralis	99.83
Xenorhabdus szentirmaii	99.90
Xenorhabdus cabanillasii	99.15
Bacillus haynesii	97.54
Actinokineospora spheciospongiae	98.91
Lactiplantibacillus fabifermentans	99.84
Robbsia andropogonis	99.78
Borrelia anserina	100.00
Granulibacter bethesdensis	98.70
Paenibacillus pini	100.00
Moorella thermoacetica	99.12
Xylella taiwanensis	99.99
Pseudoalteromonas lipolytica	99.52
Yersinia similis	99.55
Thalassolituus oleivorans	98.37
Lentilactobacillus farraginis	99.96
Agrilactobacillus composti	99.95
Nocardia seriolae	99.96
Rhodococcus wratislaviensis	99.41
Ectothiorhodospira haloalkaliphila	99.30
Mannheimia granulomatis	96.67
Candidatus Accumulibacter vicinus	99.91
Candidatus Accumulibacter cognatus	99.44
Aliarcobacter lanthieri	99.21
Aliarcobacter faecis	100.00
Aquamicrobium defluvii	99.70
Comamonas aquatica	97.11
Aeropyrum camini	99.92
Hafnia alvei	98.81
Campylobacter corcagiensis	100.00
